employee_id,name,department,date,status,check_in_time,check_out_time,project_code,location
1398,Employee_1398,IT,03/11/2025,Present,10:24:00,18:42:00,PRJ201,Remote
1299,Employee_1299,Consulting,06/09/2025,Present,9:08:00,17:17:00,PRJ401,Remote
1407,Employee_1407,Audit,21/07/2025,Present,9:40:00,17:34:00,PRJ401,Remote
1066,Employee_1066,Finance,03/02/2025,Present,9:19:00,17:18:00,PRJ301,Remote
1266,Employee_1266,Consulting,08/10/2025,Absent,,,PRJ301,Office
1420,Employee_1420,Consulting,12/02/2025,Absent,,,PRJ102,Remote
1455,Employee_1455,HR,29/05/2025,Present,9:42:00,18:06:00,PRJ201,Remote
1064,Employee_1064,Audit,30/10/2025,Present,9:34:00,17:21:00,PRJ102,Remote
1073,Employee_1073,IT,18/09/2025,Present,9:59:00,19:56:00,PRJ102,Office
1402,Employee_1402,HR,15/02/2025,Leave,,,PRJ201,Office
1096,Employee_1096,Finance,24/03/2025,Present,10:58:00,18:54:00,PRJ101,Remote
1052,Employee_1052,IT,21/08/2025,Absent,,,PRJ102,Office
1480,Employee_1480,HR,12/04/2025,Leave,,,PRJ102,Remote
1339,Employee_1339,IT,15/10/2025,Present,9:56:00,19:55:00,PRJ102,Office
1079,Employee_1079,IT,03/06/2025,Leave,,,PRJ401,Remote
1144,Employee_1144,Audit,15/03/2025,Present,10:12:00,19:18:00,PRJ102,Remote
1186,Employee_1186,Consulting,30/05/2025,Present,10:58:00,19:50:00,PRJ301,Office
1439,Employee_1439,Consulting,04/05/2025,Present,9:12:00,17:53:00,PRJ201,Remote
1136,Employee_1136,IT,05/07/2025,Leave,,,PRJ301,Office
1422,Employee_1422,Audit,09/09/2025,Leave,,,PRJ301,Office
1308,Employee_1308,Audit,18/03/2025,Present,9:07:00,18:50:00,PRJ301,Office
1382,Employee_1382,IT,12/01/2025,Present,9:41:00,18:06:00,PRJ301,Office
1103,Employee_1103,IT,28/12/2025,Leave,,,PRJ401,Office
1418,Employee_1418,Consulting,15/03/2025,Present,9:10:00,19:32:00,PRJ301,Office
1249,Employee_1249,IT,05/01/2025,Present,10:21:00,18:23:00,PRJ301,Remote
1415,Employee_1415,HR,06/02/2025,Present,10:22:00,19:53:00,PRJ401,Office
1308,Employee_1308,Audit,18/05/2025,Present,10:23:00,18:04:00,PRJ102,Remote
1290,Employee_1290,Finance,14/10/2025,Absent,,,PRJ301,Office
1397,Employee_1397,Consulting,03/04/2025,Present,9:12:00,18:23:00,PRJ102,Remote
1219,Employee_1219,Finance,03/05/2025,Present,9:06:00,19:01:00,PRJ101,Remote
1100,Employee_1100,Audit,31/12/2025,Present,10:25:00,18:27:00,PRJ301,Remote
1486,Employee_1486,HR,20/12/2025,Absent,,,PRJ301,Remote
1287,Employee_1287,Finance,25/11/2025,Present,10:01:00,17:10:00,PRJ201,Office
1025,Employee_1025,Audit,10/07/2025,Absent,,,PRJ201,Remote
1485,Employee_1485,Audit,08/03/2025,Absent,,,PRJ101,Remote
1171,Employee_1171,Consulting,24/06/2025,Absent,,,PRJ401,Remote
1481,Employee_1481,IT,11/04/2025,Present,9:11:00,17:24:00,PRJ201,Office
1065,Employee_1065,Audit,17/08/2025,Present,10:55:00,18:29:00,PRJ401,Remote
1272,Employee_1272,Audit,04/11/2025,Leave,,,PRJ301,Office
1008,Employee_1008,IT,26/06/2025,Present,10:11:00,19:13:00,PRJ301,Remote
1366,Employee_1366,HR,28/02/2025,Present,9:47:00,17:46:00,PRJ401,Office
1240,Employee_1240,IT,12/11/2025,Present,9:08:00,18:40:00,PRJ401,Remote
1142,Employee_1142,Audit,28/09/2025,Present,9:41:00,19:21:00,PRJ102,Office
1462,Employee_1462,HR,30/07/2025,Leave,,,PRJ201,Remote
1400,Employee_1400,Finance,23/06/2025,Present,9:03:00,19:27:00,PRJ102,Office
1183,Employee_1183,Audit,13/08/2025,Leave,,,PRJ401,Office
1120,Employee_1120,IT,17/02/2025,Present,10:52:00,17:03:00,PRJ102,Remote
1374,Employee_1374,IT,28/06/2025,Present,10:53:00,19:15:00,PRJ102,Remote
1328,Employee_1328,Audit,04/07/2025,Leave,,,PRJ102,Remote
1208,Employee_1208,Audit,21/11/2025,Present,9:29:00,19:01:00,PRJ201,Office
1141,Employee_1141,Audit,20/08/2025,Absent,,,PRJ201,Remote
1087,Employee_1087,Finance,26/02/2025,Present,9:23:00,17:08:00,PRJ401,Office
1034,Employee_1034,Finance,30/07/2025,Present,9:30:00,19:16:00,PRJ201,Remote
1181,Employee_1181,HR,28/04/2025,Leave,,,PRJ201,Office
1398,Employee_1398,Finance,24/09/2025,Absent,,,PRJ102,Remote
1229,Employee_1229,Audit,28/09/2025,Leave,,,PRJ201,Remote
1230,Employee_1230,IT,07/07/2025,Present,9:30:00,17:17:00,PRJ101,Remote
1065,Employee_1065,Consulting,13/01/2025,Present,10:00:00,18:08:00,PRJ201,Office
1100,Employee_1100,Audit,26/08/2025,Present,9:03:00,19:48:00,PRJ301,Office
1315,Employee_1315,IT,16/08/2025,Present,10:30:00,18:20:00,PRJ401,Office
1203,Employee_1203,HR,18/11/2025,Absent,,,PRJ102,Office
1006,Employee_1006,HR,08/03/2025,Present,10:03:00,18:25:00,PRJ102,Remote
1237,Employee_1237,Audit,29/05/2025,Present,9:17:00,18:58:00,PRJ102,Office
1290,Employee_1290,Finance,15/08/2025,Present,9:15:00,19:21:00,PRJ101,Office
1355,Employee_1355,HR,27/06/2025,Present,9:38:00,19:06:00,PRJ301,Remote
1113,Employee_1113,IT,09/03/2025,Present,10:41:00,18:12:00,PRJ201,Office
1483,Employee_1483,Audit,15/12/2025,Present,10:26:00,17:48:00,PRJ301,Remote
1283,Employee_1283,Finance,29/07/2025,Present,10:31:00,17:22:00,PRJ102,Remote
1157,Employee_1157,IT,06/03/2025,Leave,,,PRJ102,Office
1141,Employee_1141,Finance,27/12/2025,Present,9:32:00,19:59:00,PRJ101,Remote
1202,Employee_1202,Finance,19/01/2025,Present,9:36:00,17:21:00,PRJ101,Office
1271,Employee_1271,IT,28/02/2025,Leave,,,PRJ101,Remote
1077,Employee_1077,Audit,29/03/2025,Absent,,,PRJ101,Office
1130,Employee_1130,Consulting,09/05/2025,Present,10:26:00,18:49:00,PRJ101,Office
1404,Employee_1404,Finance,24/02/2025,Leave,,,PRJ401,Office
1454,Employee_1454,Audit,17/09/2025,Present,9:03:00,17:03:00,PRJ401,Office
1471,Employee_1471,Audit,28/04/2025,Present,9:28:00,19:41:00,PRJ102,Remote
1331,Employee_1331,Consulting,28/02/2025,Leave,,,PRJ301,Office
1064,Employee_1064,IT,22/09/2025,Leave,,,PRJ201,Office
1051,Employee_1051,Consulting,14/04/2025,Present,9:22:00,18:59:00,PRJ101,Remote
1254,Employee_1254,Finance,26/02/2025,Present,9:51:00,19:54:00,PRJ401,Remote
1371,Employee_1371,Finance,07/12/2025,Present,10:27:00,17:58:00,PRJ102,Office
1297,Employee_1297,Audit,30/12/2025,Present,9:45:00,18:24:00,PRJ102,Remote
1041,Employee_1041,Audit,25/11/2025,Present,10:27:00,19:46:00,PRJ201,Office
1258,Employee_1258,HR,03/10/2025,Present,10:19:00,19:02:00,PRJ201,Remote
1270,Employee_1270,IT,16/06/2025,Present,9:51:00,17:29:00,PRJ201,Remote
1108,Employee_1108,IT,15/10/2025,Present,9:39:00,18:26:00,PRJ201,Remote
1146,Employee_1146,Finance,18/01/2025,Present,10:18:00,17:25:00,PRJ201,Office
1210,Employee_1210,Finance,29/05/2025,Absent,,,PRJ301,Office
1198,Employee_1198,IT,04/12/2025,Present,10:40:00,19:35:00,PRJ101,Remote
1406,Employee_1406,Audit,02/10/2025,Present,10:18:00,18:09:00,PRJ102,Office
1234,Employee_1234,Consulting,22/06/2025,Absent,,,PRJ101,Remote
1435,Employee_1435,Consulting,24/11/2025,Present,9:59:00,18:40:00,PRJ102,Remote
1403,Employee_1403,IT,06/02/2025,Present,10:36:00,19:19:00,PRJ301,Office
1264,Employee_1264,Finance,23/01/2025,Present,10:31:00,17:56:00,PRJ301,Remote
1428,Employee_1428,IT,19/03/2025,Present,10:15:00,18:38:00,PRJ401,Remote
1482,Employee_1482,Consulting,12/02/2025,Present,9:04:00,19:02:00,PRJ102,Remote
1452,Employee_1452,Consulting,18/04/2025,Present,10:40:00,18:29:00,PRJ101,Remote
1296,Employee_1296,Consulting,28/08/2025,Leave,,,PRJ201,Remote
1084,Employee_1084,Consulting,05/01/2025,Present,10:21:00,19:19:00,PRJ401,Office
1055,Employee_1055,HR,17/07/2025,Present,10:17:00,17:56:00,PRJ401,Office
1098,Employee_1098,Consulting,14/07/2025,Present,9:29:00,19:44:00,PRJ201,Remote
1295,Employee_1295,Consulting,03/02/2025,Present,9:49:00,18:47:00,PRJ401,Office
1022,Employee_1022,Finance,26/06/2025,Present,10:02:00,17:08:00,PRJ101,Remote
1259,Employee_1259,IT,18/05/2025,Present,9:30:00,18:15:00,PRJ101,Office
1208,Employee_1208,Audit,23/05/2025,Present,9:12:00,19:01:00,PRJ102,Remote
1010,Employee_1010,Consulting,31/08/2025,Present,10:45:00,19:14:00,PRJ102,Remote
1353,Employee_1353,Consulting,07/05/2025,Present,9:28:00,19:00:00,PRJ101,Office
1358,Employee_1358,Audit,01/09/2025,Present,10:47:00,19:42:00,PRJ301,Office
1002,Employee_1002,Finance,13/01/2025,Present,10:52:00,18:52:00,PRJ301,Remote
1381,Employee_1381,Consulting,05/04/2025,Present,10:34:00,18:46:00,PRJ101,Office
1090,Employee_1090,Audit,15/12/2025,Present,10:44:00,17:31:00,PRJ301,Remote
1177,Employee_1177,IT,30/04/2025,Leave,,,PRJ401,Remote
1428,Employee_1428,Consulting,08/12/2025,Present,9:04:00,19:43:00,PRJ301,Remote
1263,Employee_1263,Consulting,24/01/2025,Present,9:17:00,17:04:00,PRJ101,Remote
1331,Employee_1331,HR,02/11/2025,Present,10:57:00,18:08:00,PRJ201,Remote
1110,Employee_1110,Audit,11/05/2025,Present,10:52:00,17:20:00,PRJ301,Office
1125,Employee_1125,Audit,22/09/2025,Absent,,,PRJ102,Office
1303,Employee_1303,Finance,03/12/2025,Present,9:14:00,19:12:00,PRJ201,Office
1268,Employee_1268,Consulting,10/05/2025,Present,9:59:00,19:13:00,PRJ401,Remote
1160,Employee_1160,Audit,26/08/2025,Present,10:14:00,18:45:00,PRJ401,Office
1480,Employee_1480,Audit,13/01/2025,Present,10:33:00,18:48:00,PRJ102,Remote
1318,Employee_1318,HR,09/10/2025,Present,9:13:00,19:37:00,PRJ102,Remote
1035,Employee_1035,Finance,01/06/2025,Present,10:59:00,18:36:00,PRJ401,Office
1375,Employee_1375,IT,23/08/2025,Present,10:39:00,17:28:00,PRJ301,Office
1095,Employee_1095,HR,14/12/2025,Absent,,,PRJ101,Remote
1023,Employee_1023,Finance,13/04/2025,Present,10:55:00,18:24:00,PRJ101,Office
1438,Employee_1438,Audit,25/10/2025,Absent,,,PRJ201,Office
1034,Employee_1034,IT,09/06/2025,Present,10:04:00,18:13:00,PRJ101,Office
1401,Employee_1401,IT,26/08/2025,Absent,,,PRJ101,Office
1017,Employee_1017,IT,15/09/2025,Leave,,,PRJ102,Remote
1043,Employee_1043,IT,06/04/2025,Present,10:54:00,18:11:00,PRJ101,Office
1233,Employee_1233,Finance,17/10/2025,Present,10:18:00,17:17:00,PRJ401,Office
1384,Employee_1384,IT,20/05/2025,Present,10:02:00,19:00:00,PRJ301,Office
1165,Employee_1165,Audit,14/07/2025,Absent,,,PRJ201,Remote
1463,Employee_1463,Consulting,27/04/2025,Absent,,,PRJ301,Office
1424,Employee_1424,Finance,25/11/2025,Present,9:35:00,18:29:00,PRJ201,Office
1496,Employee_1496,Consulting,01/08/2025,Present,10:24:00,19:46:00,PRJ102,Remote
1201,Employee_1201,Audit,17/05/2025,Absent,,,PRJ401,Remote
1376,Employee_1376,IT,01/05/2025,Absent,,,PRJ102,Remote
1201,Employee_1201,IT,15/06/2025,Present,10:39:00,19:57:00,PRJ401,Office
1481,Employee_1481,Audit,16/12/2025,Present,10:25:00,18:19:00,PRJ102,Office
1412,Employee_1412,IT,09/08/2025,Absent,,,PRJ102,Office
1251,Employee_1251,Consulting,05/09/2025,Absent,,,PRJ301,Remote
1199,Employee_1199,IT,14/04/2025,Present,9:39:00,17:29:00,PRJ201,Office
1281,Employee_1281,Consulting,09/07/2025,Leave,,,PRJ102,Office
1195,Employee_1195,HR,04/11/2025,Present,9:44:00,18:57:00,PRJ101,Office
1239,Employee_1239,Consulting,26/07/2025,Leave,,,PRJ401,Office
1060,Employee_1060,Audit,01/12/2025,Absent,,,PRJ301,Remote
1412,Employee_1412,HR,01/09/2025,Present,9:23:00,18:25:00,PRJ102,Office
1046,Employee_1046,Consulting,09/11/2025,Absent,,,PRJ401,Office
1491,Employee_1491,Audit,20/10/2025,Present,9:07:00,18:36:00,PRJ301,Remote
1405,Employee_1405,Audit,13/01/2025,Present,10:57:00,18:19:00,PRJ401,Remote
1319,Employee_1319,Consulting,04/02/2025,Present,10:56:00,19:26:00,PRJ102,Office
1125,Employee_1125,IT,04/07/2025,Absent,,,PRJ101,Remote
1097,Employee_1097,IT,04/02/2025,Present,10:47:00,18:07:00,PRJ201,Office
1026,Employee_1026,HR,16/05/2025,Leave,,,PRJ301,Remote
1309,Employee_1309,Consulting,12/01/2025,Present,9:29:00,18:36:00,PRJ301,Office
1103,Employee_1103,IT,14/01/2025,Present,9:45:00,17:07:00,PRJ201,Remote
1059,Employee_1059,HR,18/04/2025,Leave,,,PRJ102,Remote
1232,Employee_1232,Finance,23/05/2025,Present,9:41:00,19:12:00,PRJ301,Office
1225,Employee_1225,Consulting,21/04/2025,Present,9:46:00,18:20:00,PRJ401,Office
1376,Employee_1376,Finance,02/09/2025,Present,10:37:00,19:28:00,PRJ301,Office
1416,Employee_1416,Audit,08/04/2025,Absent,,,PRJ301,Remote
1079,Employee_1079,Audit,19/05/2025,Present,10:42:00,18:46:00,PRJ201,Office
1407,Employee_1407,HR,31/01/2025,Present,10:29:00,17:22:00,PRJ201,Remote
1314,Employee_1314,Finance,12/03/2025,Present,9:58:00,17:13:00,PRJ301,Remote
1009,Employee_1009,Consulting,03/09/2025,Absent,,,PRJ102,Office
1024,Employee_1024,Consulting,26/09/2025,Present,10:43:00,17:47:00,PRJ401,Office
1426,Employee_1426,Consulting,03/01/2025,Present,9:53:00,17:46:00,PRJ102,Remote
1204,Employee_1204,Finance,04/08/2025,Present,9:46:00,19:42:00,PRJ401,Remote
1024,Employee_1024,Audit,23/02/2025,Present,10:37:00,19:37:00,PRJ401,Office
1046,Employee_1046,HR,23/09/2025,Present,9:48:00,17:30:00,PRJ301,Office
1378,Employee_1378,HR,05/06/2025,Leave,,,PRJ102,Office
1096,Employee_1096,Finance,17/01/2025,Absent,,,PRJ101,Remote
1219,Employee_1219,Audit,30/09/2025,Present,9:42:00,18:21:00,PRJ102,Remote
1174,Employee_1174,Finance,07/05/2025,Present,9:38:00,18:12:00,PRJ101,Office
1456,Employee_1456,Consulting,05/05/2025,Present,10:01:00,19:35:00,PRJ201,Office
1387,Employee_1387,Consulting,14/09/2025,Present,9:49:00,17:17:00,PRJ301,Remote
1127,Employee_1127,Finance,25/01/2025,Leave,,,PRJ301,Remote
1370,Employee_1370,Consulting,15/03/2025,Leave,,,PRJ401,Office
1351,Employee_1351,Audit,29/01/2025,Present,10:55:00,18:13:00,PRJ102,Remote
1070,Employee_1070,Consulting,29/12/2025,Present,9:32:00,18:51:00,PRJ201,Remote
1407,Employee_1407,Consulting,12/05/2025,Leave,,,PRJ102,Office
1277,Employee_1277,Consulting,23/08/2025,Present,9:37:00,18:55:00,PRJ401,Remote
1088,Employee_1088,HR,23/12/2025,Present,10:18:00,19:22:00,PRJ401,Office
1373,Employee_1373,Finance,29/01/2025,Present,10:33:00,18:45:00,PRJ301,Remote
1388,Employee_1388,Finance,25/03/2025,Absent,,,PRJ201,Remote
1461,Employee_1461,HR,06/09/2025,Present,9:06:00,19:48:00,PRJ401,Office
1180,Employee_1180,HR,13/01/2025,Present,9:48:00,17:04:00,PRJ101,Remote
1086,Employee_1086,IT,12/12/2025,Present,10:19:00,17:00:00,PRJ301,Remote
1147,Employee_1147,Consulting,21/08/2025,Present,9:31:00,17:21:00,PRJ301,Remote
1351,Employee_1351,Audit,03/08/2025,Present,10:50:00,17:40:00,PRJ401,Office
1254,Employee_1254,IT,08/05/2025,Present,10:55:00,17:51:00,PRJ101,Remote
1469,Employee_1469,Finance,15/09/2025,Present,9:14:00,18:07:00,PRJ301,Office
1329,Employee_1329,HR,17/04/2025,Absent,,,PRJ101,Remote
1050,Employee_1050,Audit,19/01/2025,Present,9:13:00,17:59:00,PRJ401,Remote
1271,Employee_1271,Finance,05/12/2025,Present,9:32:00,18:50:00,PRJ201,Remote
1297,Employee_1297,HR,25/12/2025,Absent,,,PRJ102,Office
1214,Employee_1214,Consulting,17/04/2025,Present,9:42:00,17:29:00,PRJ201,Office
1308,Employee_1308,Consulting,05/06/2025,Present,10:32:00,17:16:00,PRJ301,Office
1079,Employee_1079,Consulting,07/06/2025,Present,9:42:00,17:12:00,PRJ101,Remote
1392,Employee_1392,Consulting,18/04/2025,Present,10:25:00,18:35:00,PRJ102,Office
1264,Employee_1264,Audit,06/01/2025,Leave,,,PRJ301,Office
1040,Employee_1040,Finance,24/10/2025,Present,10:15:00,17:44:00,PRJ401,Office
1061,Employee_1061,HR,08/07/2025,Absent,,,PRJ301,Remote
1017,Employee_1017,HR,13/08/2025,Leave,,,PRJ101,Office
1030,Employee_1030,Consulting,20/09/2025,Present,9:22:00,19:58:00,PRJ101,Office
1273,Employee_1273,IT,06/04/2025,Present,9:00:00,19:22:00,PRJ201,Office
1387,Employee_1387,IT,26/02/2025,Leave,,,PRJ301,Remote
1237,Employee_1237,Finance,30/12/2025,Present,9:46:00,19:24:00,PRJ201,Remote
1016,Employee_1016,Finance,17/04/2025,Present,10:23:00,18:14:00,PRJ301,Remote
1026,Employee_1026,Audit,16/04/2025,Leave,,,PRJ401,Remote
1497,Employee_1497,Finance,22/10/2025,Absent,,,PRJ301,Office
1367,Employee_1367,Audit,09/02/2025,Present,9:40:00,17:31:00,PRJ301,Office
1149,Employee_1149,IT,18/06/2025,Present,9:41:00,17:11:00,PRJ101,Remote
1271,Employee_1271,Consulting,27/07/2025,Present,9:46:00,18:24:00,PRJ401,Office
1045,Employee_1045,Consulting,31/08/2025,Present,9:53:00,19:08:00,PRJ101,Office
1127,Employee_1127,Audit,21/08/2025,Present,9:49:00,18:26:00,PRJ101,Office
1427,Employee_1427,IT,01/06/2025,Absent,,,PRJ401,Office
1205,Employee_1205,HR,18/03/2025,Present,10:54:00,18:44:00,PRJ301,Remote
1111,Employee_1111,Consulting,28/12/2025,Present,9:31:00,18:22:00,PRJ101,Office
1305,Employee_1305,Consulting,22/12/2025,Present,9:29:00,18:35:00,PRJ201,Remote
1338,Employee_1338,IT,07/09/2025,Present,9:35:00,18:44:00,PRJ101,Office
1061,Employee_1061,Consulting,24/02/2025,Absent,,,PRJ102,Remote
1338,Employee_1338,Consulting,13/03/2025,Present,9:26:00,19:22:00,PRJ201,Remote
1241,Employee_1241,HR,25/04/2025,Present,10:16:00,19:19:00,PRJ301,Remote
1259,Employee_1259,HR,15/09/2025,Absent,,,PRJ102,Remote
1249,Employee_1249,Finance,30/12/2025,Present,9:18:00,19:06:00,PRJ101,Office
1473,Employee_1473,Consulting,06/02/2025,Absent,,,PRJ201,Office
1080,Employee_1080,Audit,16/06/2025,Absent,,,PRJ102,Remote
1356,Employee_1356,IT,10/02/2025,Absent,,,PRJ301,Office
1141,Employee_1141,HR,02/06/2025,Present,9:09:00,18:29:00,PRJ401,Office
1462,Employee_1462,IT,11/10/2025,Present,10:26:00,17:06:00,PRJ401,Office
1337,Employee_1337,Finance,23/10/2025,Present,9:48:00,18:51:00,PRJ102,Office
